om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
620893,2021,12,15,2021-12-15,19:15:00,3,IA,19,0,1,0,0,255000,0,43.0974,-92.4830,43.1485,-92.4463,3.9900,180,1,1,1,37,0,0,0,0
620894,2021,12,15,2021-12-15,19:15:00,3,MN,27,0,0,0,0,0,0,43.6113,-93.2505,43.6877,-93.1678,6.7100,100,1,1,1,47,0,0,0,0
620895,2021,12,15,2021-12-15,19:17:00,3,IA,19,0,0,0,0,420000,0,43.1713,-92.4890,43.2302,-92.4327,4.9600,50,1,1,1,37,89,0,0,0
620896,2021,12,15,2021-12-15,19:23:00,3,IA,19,0,0,0,0,90000,0,43.2595,-92.3979,43.3265,-92.3250,5.9100,45,1,1,1,89,0,0,0,0
620897,2021,12,15,2021-12-15,19:29:00,3,IA,19,0,0,0,0,600000,0,43.3085,-92.2811,43.3621,-92.2322,4.4400,45,1,1,1,89,0,0,0,0
620898,2021,12,15,2021-12-15,19:31:00,3,IA,19,0,0,0,0,250000,0,43.3203,-92.2087,43.3771,-92.1608,4.6000,90,1,1,1,89,0,0,0,0
620899,2021,12,15,2021-12-15,19:33:00,3,MN,27,0,0,0,0,105000,0,43.8940,-93.0592,43.9866,-93.0492,6.4200,75,1,1,1,147,0,0,0,0
620900,2021,12,15,2021-12-15,19:37:00,3,MN,27,0,1,0,0,210000,0,43.7419,-92.4836,43.7872,-92.4616,3.3200,85,1,1,1,99,0,0,0,0
620901,2021,12,15,2021-12-15,19:42:00,3,MN,27,0,0,0,0,265000,0,43.7763,-92.3700,43.8355,-92.3277,4.6000,80,1,1,1,45,0,0,0,0
620902,2021,12,15,2021-12-15,19:48:00,3,MN,27,0,0,0,0,275000,0,43.6699,-92.0805,43.6770,-92.0834,0.5100,40,1,1,1,45,0,0,0,0
620903,2021,12,15,2021-12-15,19:50:00,3,MN,27,0,1,0,0,10000,0,44.1934,-92.9007,44.2299,-92.8300,4.3300,75,1,1,1,39,49,0,0,0
620904,2021,12,15,2021-12-15,19:51:00,3,MN,27,0,1,0,0,230000,0,43.6878,-92.0736,43.7112,-92.0594,1.7700,75,1,1,1,45,0,0,0,0
620905,2021,12,15,2021-12-15,19:51:00,3,MN,27,0,1,0,0,0,0,44.2085,-92.9385,44.2625,-92.8917,4.3900,75,1,1,1,49,0,0,0,0
620906,2021,12,15,2021-12-15,20:01:00,3,MN,27,0,1,0,0,40000,0,43.8184,-91.9031,43.8346,-91.8949,1.1900,250,1,1,1,45,0,0,0,0
620907,2021,12,15,2021-12-15,20:02:00,3,MN,27,0,1,0,0,95000,0,43.7464,-91.7757,43.7754,-91.7510,2.3500,75,1,1,1,45,0,0,0,0
620908,2021,12,15,2021-12-15,20:03:00,3,MN,27,0,1,0,0,65000,0,44.1342,-92.1343,44.1880,-92.1031,4.0300,40,1,1,1,157,0,0,0,0
620909,2021,12,15,2021-12-15,20:06:00,3,MN,27,0,1,0,0,300000,0,43.7582,-91.6525,43.8469,-91.5727,7.3100,250,1,1,1,55,0,0,0,0
620910,2021,12,15,2021-12-15,20:10:00,3,MN,27,0,0,0,0,95000,0,43.9605,-91.7908,43.9696,-91.7892,0.6300,40,1,1,1,169,0,0,0,0
620911,2021,12,15,2021-12-15,20:17:00,3,MN,27,0,1,0,0,125000,0,43.9965,-91.5800,44.0542,-91.5245,4.8500,40,2,0,1,0,0,0,0,0
620911,2021,12,15,2021-12-15,20:17:00,3,MN,27,0,1,0,0,100000,0,43.9965,-91.5800,44.0230,-91.5520,2.3000,40,2,1,2,169,0,0,0,0
620911,2021,12,15,2021-12-15,20:19:00,3,WI,55,0,1,0,0,25000,0,44.0230,-91.5520,44.0542,-91.5245,2.5500,40,2,1,2,121,0,0,0,0
620912,2021,12,15,2021-12-15,20:23:00,3,WI,55,0,0,0,0,520000,0,44.0059,-91.4558,44.0115,-91.4432,0.7400,25,1,1,1,121,0,0,0,0
620913,2021,12,15,2021-12-15,20:53:00,3,WI,55,0,1,0,0,110000,0,44.4995,-91.1829,44.5326,-91.1546,2.6800,70,1,1,1,121,53,0,0,0
620914,2021,12,15,2021-12-15,21:00:00,3,WI,55,0,0,0,0,0,0,44.6017,-91.0761,44.6827,-91.0009,6.7100,75,1,1,1,35,0,0,0,0
620915,2021,12,15,2021-12-15,21:02:00,3,WI,55,0,0,0,0,0,0,44.9012,-91.3039,44.9732,-91.2639,5.3500,75,1,1,1,17,0,0,0,0
620916,2021,12,15,2021-12-15,21:05:00,3,WI,55,0,2,0,0,60000,0,44.5039,-90.8040,44.5402,-90.7662,3.1300,250,1,1,1,53,19,0,0,0
620917,2021,12,15,2021-12-15,21:07:00,3,WI,55,0,2,0,0,200000,0,44.5110,-90.7491,44.5496,-90.7318,2.8000,250,1,1,1,19,0,0,0,0
620918,2021,12,15,2021-12-15,21:16:00,3,WI,55,0,2,0,0,200000,0,44.5975,-90.5799,44.6127,-90.5713,1.1300,50,1,1,1,19,0,0,0,0
620919,2021,12,15,2021-12-15,21:16:00,3,WI,55,0,2,0,0,120000,0,44.9010,-90.9834,44.9904,-90.9003,7.4100,75,1,1,1,17,19,0,0,0
620920,2021,12,15,2021-12-15,21:22:00,3,WI,55,0,1,0,0,160000,0,44.7667,-90.6642,44.7757,-90.6509,0.9000,50,1,1,1,19,0,0,0,0
620921,2021,12,18,2021-12-18,10:47:00,3,TX,48,0,1,0,0,200000,0,30.3880,-95.3073,30.3937,-95.2819,1.5700,100,1,1,1,339,0,0,0,0
620922,2021,12,21,2021-12-21,05:25:00,3,FL,12,0,1,1,0,750000,0,26.5125,-81.8421,26.5291,-81.8325,1.2900,50,1,1,1,71,0,0,0,0
620923,2021,12,29,2021-12-29,14:07:00,3,GA,13,0,0,0,0,15000,0,30.9019,-84.5761,30.9131,-84.5669,0.9500,50,1,1,1,87,0,0,0,0
620924,2021,12,29,2021-12-29,18:27:00,3,AL,01,0,1,0,0,0,0,33.9167,-88.0816,33.9307,-87.7764,17.5300,300,1,1,1,75,93,0,0,0
620925,2021,12,29,2021-12-29,20:21:00,3,AL,01,0,1,0,0,0,0,34.5167,-85.9429,34.5115,-85.8375,6.0300,285,1,1,1,49,0,0,0,0
620926,2021,12,29,2021-12-29,21:02:00,3,AL,01,0,0,0,0,0,0,33.9681,-85.9351,33.9741,-85.9155,1.2000,100,1,1,1,55,0,0,0,0
620927,2021,12,29,2021-12-29,21:52:00,3,GA,13,0,0,0,0,0,0,34.3433,-84.8541,34.3457,-84.8205,1.9300,100,1,1,1,15,0,0,0,0
620928,2021,12,29,2021-12-29,22:01:00,3,AL,01,0,1,0,0,0,0,33.0444,-86.7754,33.0492,-86.5879,10.9300,400,1,1,1,21,117,0,0,0
620929,2021,12,29,2021-12-29,23:03:00,3,GA,13,0,0,0,0,0,0,34.1760,-83.9808,34.1692,-83.9469,2.0000,75,1,1,1,139,0,0,0,0
620930,2021,12,29,2021-12-29,23:19:00,3,GA,13,0,1,0,0,0,0,34.3022,-84.4754,34.3012,-84.4673,0.4800,100,1,1,1,57,0,0,0,0
620931,2021,12,30,2021-12-30,14:16:00,3,GA,13,0,1,0,0,100000,0,31.1087,-83.7293,31.1184,-83.6658,3.8200,150,1,1,1,71,0,0,0,0
620932,2021,12,30,2021-12-30,15:03:00,3,GA,13,0,1,0,0,100000,0,31.1703,-83.3804,31.1805,-83.3453,2.1900,150,1,1,1,75,0,0,0,0
620933,2021,12,30,2021-12-30,15:32:00,3,GA,13,0,1,0,0,0,0,31.6900,-82.7300,31.7439,-82.5412,11.7100,300,1,1,1,161,1,0,0,0
620934,2021,12,30,2021-12-30,17:09:00,3,GA,13,0,0,0,0,0,0,32.2300,-83.5900,32.2200,-83.4200,10.1000,200,1,1,1,235,0,0,0,0
620935,2021,12,31,2021-12-31,14:49:00,3,AL,01,0,1,0,0,0,0,34.2875,-85.7878,34.2998,-85.7805,0.9500,50,1,1,1,49,0,0,0,0
620936,2021,12,31,2021-12-31,16:32:00,3,GA,13,0,1,0,0,0,0,33.7372,-84.9998,33.7625,-84.9633,2.7500,150,1,1,1,45,0,0,0,0
620937,2021,12,31,2021-12-31,16:39:00,3,GA,13,0,1,6,0,0,0,33.5676,-83.9877,33.5842,-83.9498,2.5000,75,1,1,1,217,0,0,0,0
